文件名,直接原因,最终三元组
fj2012-2022-9_print.txt,未正确佩戴和使用安全防护装置（如安全挂钩和绳索）,\n(安全管理制度未有效落实，导致，现场安全监管不到位) \n(安全管理制度未有效落实，导致，安全意识薄弱) \n(现场安全监管不到位，导致，安全意识薄弱) \n(现场安全监管不到位，导致，未正确佩戴和使用安全防护装置（如安全挂钩和绳索）) \n(安全意识薄弱，导致，未正确佩戴和使用安全防护装置（如安全挂钩和绳索）) \n(未正确佩戴和使用安全防护装置（如安全挂钩和绳索），导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
fs2012-2022-10_print.txt,操作不当复位操作;  在三只桨叶全开状态下违规操作; 超速保护装置失效,\n(安全制度缺失，导致，安全管理制度不健全) \n(安全制度缺失，导致，操作规程缺失) \n(安全培训教育不足，导致，岗前安全培训不足) \n(安全培训教育不足，导致，培训教材陈旧缺少风险辨识) \n(资质审核不到位，导致，特种作业人员未取得电工作业证) \n(资质审核不到位，导致，非工作班成员登塔作业) \n(现场监督检查不力，导致，未安排专人现场管理) \n(现场监督检查不力，导致，工作票制度未严格执行) \n(隐患排查不到位，导致，应急预案缺少风机倒塔风险评估) \n(隐患排查不到位，导致，操作规程缺失) \n(外委工程监管不力，导致，非工作班成员登塔作业) \n(外委工程监管不力，导致，未安排专人现场管理) \n(安全责任不落实，导致，工作票制度未严格执行) \n(安全责任不落实，导致，通信联络不畅) \n(岗前安全培训不足，导致，操作不当复位操作) \n(岗前安全培训不足，导致，在三只桨叶全开状态下违规操作) \n(安全管理制度不健全，导致，在三只桨叶全开状态下违规操作) \n(操作规程缺失，导致，操作不当复位操作) \n(未安排专人现场管理，导致，超速保护装置失效) \n(操作不当复位操作，导致，坍塌) \n(在三只桨叶全开状态下违规操作，导致，坍塌) \n(超速保护装置失效，导致，坍塌) \n(操作不当复位操作，和，在三只桨叶全开状态下违规操作) \n(操作不当复位操作，和，超速保护装置失效) \n(在三只桨叶全开状态下违规操作，和，超速保护装置失效) \n(坍塌，导致，4人死亡；2人受伤；直接经济损失约1832.54万元)\n##
fs2012-2022-11_print.txt,违章冒险进入起重物下方;  轮毂工装架吊钩设计不合理且无防脱钩装置,\n(施工现场安全管理不到位，导致，安全意识薄弱) \n(安全教育流于形式，导致，安全意识薄弱) \n(安全意识薄弱，导致，违章冒险进入起重物下方) \n(施工现场安全管理不到位，导致，轮毂工装架吊钩设计不合理且无防脱钩装置) \n(违章冒险进入起重物下方，导致，物体打击) \n(轮毂工装架吊钩设计不合理且无防脱钩装置，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约120万元)\n##
fs2012-2022-12_print.txt,未辨识作业塔标识牌;  未执行验电操作,\n(资质审核不到位，导致，雇佣无特种作业操作资格证人员) \n(资质审核不到位，导致，安全教育培训不足) \n(安全责任不落实，导致，安全生产制度贯彻落实不到位) \n(安全责任不落实，导致，现场监督检查不力) \n(安全责任不落实，导致，外委工程监管不力) \n(作业组织不规范，导致，高空作业无现场监督管理) \n(作业组织不规范，导致，外委工程监管不力) \n(隐患排查不到位，导致，安全教育培训不足) \n(隐患排查不到位，导致，现场监督检查不力) \n(安全教育培训不足，导致，安全意识薄弱) \n(雇佣无特种作业操作资格证人员，导致，安全意识薄弱) \n(安全生产制度贯彻落实不到位，导致，安全意识薄弱) \n(现场监督检查不力，导致，未执行验电操作) \n(外委工程监管不力，导致，安全意识薄弱) \n(高空作业无现场监督管理，导致，未辨识作业塔标识牌) \n(安全意识薄弱，导致，未辨识作业塔标识牌) \n(安全意识薄弱，导致，未执行验电操作) \n(未辨识作业塔标识牌，导致，触电) \n(未执行验电操作，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约144.59万元)\n##
fs2012-2022-13_print.txt,升降机后侧盖板缺失;  高空作业未挂安全钩,\n(隐患排查不到位，和，监护不到位) \n(隐患排查不到位，导致，安全风险辨识不清) \n(隐患排查不到位，导致，安全意识薄弱) \n(监护不到位，导致，安全风险辨识不清) \n(监护不到位，导致，安全意识薄弱) \n(安全风险辨识不清，和，安全意识薄弱) \n(安全风险辨识不清，导致，升降机后侧盖板缺失) \n(安全意识薄弱，导致，高空作业未挂安全钩) \n(升降机后侧盖板缺失，和，高空作业未挂安全钩) \n(升降机后侧盖板缺失，导致，高处坠落) \n(高空作业未挂安全钩，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
fs2012-2022-16_print.txt,违规清扫带电开关柜；接触带电触头,(现场监管不到位，导致，超出工作职责范围操作)\n(安全培训教育不足，导致，安全意识薄弱)\n(超出工作职责范围操作，导致，违规清扫带电开关柜)\n(安全意识薄弱，导致，接触带电触头)\n(违规清扫带电开关柜，和，接触带电触头)\n(违规清扫带电开关柜，导致，触电)\n(接触带电触头，导致，触电)\n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)
fs2012-2022-17_print.txt, 施工作业人员擅自攀爬铁塔进行调整导线弧垂作业;  未认真核查施工人员是否在现场施工作业并提供错误信息  ,\n(安全培训教育不足，导致，安全意识薄弱) \n(安全培训教育不足，导致，未执行安全施工作业票制度) \n(资质审核不到位，导致，施工人员无高处作业操作证) \n(安全责任制不落实，导致，未执行安全施工作业票制度) \n(现场监督检查不力，导致，送电条件检查不仔细) \n(隐患排查不到位，导致，送电条件检查不仔细) \n(作业组织不规范，导致，未执行安全施工作业票制度) \n(施工人员无高处作业操作证，导致，施工作业人员擅自攀爬铁塔进行调整导线弧垂作业) \n(安全意识薄弱，导致，施工作业人员擅自攀爬铁塔进行调整导线弧垂作业) \n(未执行安全施工作业票制度，导致，未认真核查施工人员是否在现场施工作业并提供错误信息) \n(送电条件检查不仔细，导致，未认真核查施工人员是否在现场施工作业并提供错误信息) \n(施工作业人员擅自攀爬铁塔进行调整导线弧垂作业，导致，触电) \n(未认真核查施工人员是否在现场施工作业并提供错误信息，导致，触电) \n(触电，导致，2人死亡；0人受伤；直接经济损失约255万元)\n##
fs2012-2022-18_print.txt,冒险进入危险区域摘取照明灯;  违章指挥启动设备;   违章操作启动设备,\n(安全培训教育不足，导致，作业人员安全意识薄弱) \n(安全培训教育不足，导致，作业人员未离开工作位置避让) \n(事故应急救援培训教育缺乏，导致，作业人员安全意识薄弱) \n(事故应急救援培训教育缺乏，导致，作业人员未离开工作位置避让) \n(特种作业操作证审核缺失，导致，作业人员安全意识薄弱) \n(特种作业操作证审核缺失，导致，监护人员现场安全监管不到位) \n(现场监督检查不力，导致，监护人员现场安全监管不到位) \n(现场监督检查不力，导致，违章采用气动方式盘车增加风险) \n(监理安全监督不到位，导致，监护人员现场安全监管不到位) \n(监理安全监督不到位，导致，违章采用气动方式盘车增加风险) \n(安全制度缺失或不落实，导致，使用220V照明灯具未按规定使用安全电压) \n(安全制度缺失或不落实，导致，作业人员安全意识薄弱) \n(隐患排查不到位，导致，违章采用气动方式盘车增加风险) \n(隐患排查不到位，导致，赶工期导致冒险行为) \n(风险评估和预控不足，导致，赶工期导致冒险行为) \n(风险评估和预控不足，导致，作业人员安全意识薄弱) \n(资质审核不到位，导致，作业人员未离开工作位置避让) \n(资质审核不到位，导致，监护人员现场安全监管不到位) \n(入厂人员检查不到位，导致，作业人员未离开工作位置避让) \n(入厂人员检查不到位，导致，监护人员现场安全监管不到位) \n(作业人员安全意识薄弱，导致，冒险进入危险区域摘取照明灯) \n(作业人员未离开工作位置避让，导致，冒险进入危险区域摘取照明灯) \n(使用220V照明灯具未按规定使用安全电压，导致，冒险进入危险区域摘取照明灯) \n(监护人员现场安全监管不到位，导致，违章指挥启动设备) \n(赶工期导致冒险行为，导致，违章操作启动设备) \n(违章采用气动方式盘车增加风险，导致，违章操作启动设备) \n(冒险进入危险区域摘取照明灯，和，违章指挥启动设备) \n(违章指挥启动设备，和，违章操作启动设备) \n(冒险进入危险区域摘取照明灯，导致，物体打击) \n(违章指挥启动设备，导致，物体打击) \n(违章操作启动设备，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约120万元)\n##
fs2012-2022-19_print.txt,未按规定携戴安全滑块;  操作失误导致防坠失效,\n(劳动防护用品管理制度缺失，导致，工作负责人未对安全防护用品进行检查) \n(劳动防护用品管理制度缺失，导致，工作负责人未对安全防护用品使用状况进行检查) \n(工作负责人未对安全防护用品进行检查，导致，未按规定携戴安全滑块) \n(工作负责人未对安全防护用品使用状况进行检查，导致，操作失误) \n(未按规定携戴安全滑块，导致，高处坠落) \n(操作失误导致防坠失效，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约130万元)\n##
fs2012-2022-1_print.txt,未安装辅助风绳;  使用安全衣锁扣作为连接扣导致断裂,\n(安全培训教育不足，导致，员工安全意识不强) \n(安全培训教育不足，导致，风险辨识评估不到位) \n(现场监督检查不力，导致，员工安全意识不强) \n(现场监督检查不力，导致，隐患排查不到位) \n(安全制度缺失，导致，施工方案缺少辅助风绳要求) \n(安全制度缺失，导致，操作规程未明确手扳葫芦固定方式) \n(隐患排查不到位，导致，风险辨识评估不到位) \n(隐患排查不到位，导致，操作规程未明确手扳葫芦固定方式) \n(员工安全意识不强，导致，未安装辅助风绳) \n(员工安全意识不强，导致，使用安全衣锁扣作为连接扣导致断裂) \n(施工方案缺少辅助风绳要求，导致，未安装辅助风绳) \n(操作规程未明确手扳葫芦固定方式，导致，使用安全衣锁扣作为连接扣导致断裂) \n(风险辨识评估不到位，导致，使用安全衣锁扣作为连接扣导致断裂) \n(未安装辅助风绳，导致，使用安全衣锁扣作为连接扣导致断裂) \n(未安装辅助风绳，导致，物体打击) \n(使用安全衣锁扣作为连接扣导致断裂，导致，物体打击) \n(物体打击，导致，1人死亡；1人受伤；直接经济损失约255万元)\n##
